Ruta,Main_Label,Segments,Modelo_1056_ExtraLarge - prediction,Modelo_1056_ExtraLarge - segment,Modelo_1056_ExtraLarge - conf,Modelo_1056_ExtraLarge - time [ms],Modelo_1056_Large - prediction,Modelo_1056_Large - segment,Modelo_1056_Large - conf,Modelo_1056_Large - time [ms],Modelo_1056_Medium - prediction,Modelo_1056_Medium - segment,Modelo_1056_Medium - conf,Modelo_1056_Medium - time [ms],Modelo_1056_Nano - prediction,Modelo_1056_Nano - segment,Modelo_1056_Nano - conf,Modelo_1056_Nano - time [ms],Modelo_1056_Small - prediction,Modelo_1056_Small - segment,Modelo_1056_Small - conf,Modelo_1056_Small - time [ms],Modelo_416_ExtraLarge - prediction,Modelo_416_ExtraLarge - segment,Modelo_416_ExtraLarge - conf,Modelo_416_ExtraLarge - time [ms],Modelo_416_Large - prediction,Modelo_416_Large - segment,Modelo_416_Large - conf,Modelo_416_Large - time [ms],Modelo_416_Medium - prediction,Modelo_416_Medium - segment,Modelo_416_Medium - conf,Modelo_416_Medium - time [ms],Modelo_416_Nano - prediction,Modelo_416_Nano - segment,Modelo_416_Nano - conf,Modelo_416_Nano - time [ms],Modelo_416_Small - prediction,Modelo_416_Small - segment,Modelo_416_Small - conf,Modelo_416_Small - time [ms],Modelo_640_ExtraLarge - prediction,Modelo_640_ExtraLarge - segment,Modelo_640_ExtraLarge - conf,Modelo_640_ExtraLarge - time [ms],Modelo_640_Large - prediction,Modelo_640_Large - segment,Modelo_640_Large - conf,Modelo_640_Large - time [ms],Modelo_640_Medium - prediction,Modelo_640_Medium - segment,Modelo_640_Medium - conf,Modelo_640_Medium - time [ms],Modelo_640_Nano - prediction,Modelo_640_Nano - segment,Modelo_640_Nano - conf,Modelo_640_Nano - time [ms],Modelo_640_Small - prediction,Modelo_640_Small - segment,Modelo_640_Small - conf,Modelo_640_Small - time [ms],Modelo_832_ExtraLarge - prediction,Modelo_832_ExtraLarge - segment,Modelo_832_ExtraLarge - conf,Modelo_832_ExtraLarge - time [ms],Modelo_832_Large - prediction,Modelo_832_Large - segment,Modelo_832_Large - conf,Modelo_832_Large - time [ms],Modelo_832_Medium - prediction,Modelo_832_Medium - segment,Modelo_832_Medium - conf,Modelo_832_Medium - time [ms],Modelo_832_Nano - prediction,Modelo_832_Nano - segment,Modelo_832_Nano - conf,Modelo_832_Nano - time [ms],Modelo_832_Small - prediction,Modelo_832_Small - segment,Modelo_832_Small - conf,Modelo_832_Small - time [ms],IoU_matrix_Modelo_1056_ExtraLarge,IoU_matrix_Modelo_1056_Large,IoU_matrix_Modelo_1056_Medium,IoU_matrix_Modelo_1056_Nano,IoU_matrix_Modelo_1056_Small,IoU_matrix_Modelo_416_ExtraLarge,IoU_matrix_Modelo_416_Large,IoU_matrix_Modelo_416_Medium,IoU_matrix_Modelo_416_Nano,IoU_matrix_Modelo_416_Small,IoU_matrix_Modelo_640_ExtraLarge,IoU_matrix_Modelo_640_Large,IoU_matrix_Modelo_640_Medium,IoU_matrix_Modelo_640_Nano,IoU_matrix_Modelo_640_Small,IoU_matrix_Modelo_832_ExtraLarge,IoU_matrix_Modelo_832_Large,IoU_matrix_Modelo_832_Medium,IoU_matrix_Modelo_832_Nano,IoU_matrix_Modelo_832_Small
"..\Correos\2024\December\04\TRACK ALERT ID 63,64 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_63-Camara_Amacayacu-1.jpg",0,,0,,1,10403.018700017128,0,,1,4990.147300006356,0,,1,2762.0505999948364,0,,1,465.7342999998946,0,,1,932.3982000059914,0,,1,1332.3471999901813,0,,1,901.2922999681904,0,,1,634.8868999921251,0,,1,107.12839997722767,0,,1,263.7650999822654,0,,1,3591.387399996165,0,,1,2246.7935000313446,0,,1,1385.549099970376,0,,1,270.355099986773,0,,1,656.567600031849,0,,1,4772.150399978273,0,,1,2220.2993000100832,0,,1,2317.205899977125,0,,1,328.71499995235354,0,,1,900.4810999904294,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 63,64 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_63-Camara_Amacayacu-2.jpg",0,,0,,1,10252.544799994212,0,,1,4852.665899990825,0,,1,2446.1559999908786,0,,1,414.68170000007376,0,,1,996.5291999687906,0,,1,1551.842700020643,0,,1,876.9203000119887,0,,1,621.1709000053816,0,,1,107.4306999798864,0,,1,243.88399996678345,0,,1,3850.7861000252888,0,,1,1951.280400011456,0,,1,1532.1713000012096,0,,1,241.2911000137683,0,,1,536.2902999913786,0,,1,4759.590300003765,0,,1,2604.66159999487,0,,1,2188.903400005074,0,,1,354.5825000037439,0,,1,949.3217000272124,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 63,64 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_63-Camara_Amacayacu-3.jpg",0,,0,,1,9586.08579999418,0,,1,4273.651199997403,0,,1,3599.503100005677,0,,1,535.5764000269119,0,,1,1565.407800022513,0,,1,1755.1009000162594,0,,1,854.461100010667,0,,1,676.7771999875549,0,,1,111.88039998523892,0,,1,221.46800000336955,0,,1,3410.960100009106,0,,1,1964.9082999967504,0,,1,1529.335799976252,0,,1,200.2667999768164,0,,1,575.7265000138432,0,,1,5883.051899989368,0,,1,2784.5653999829665,0,,1,1953.491699998267,0,,1,329.8476999916602,0,,1,895.4531000345014,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 63,64 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_63-Camara_Amacayacu-4.jpg",0,,0,,1,9577.644100005273,0,,1,4192.65500002075,0,,1,3647.534799994901,0,,1,581.5963000059128,0,,1,1437.4952999933157,0,,1,1844.62469999562,0,,1,861.538199998904,0,,1,671.2208000244573,0,,1,113.68189999484456,0,,1,310.21069997223094,0,,1,3545.744399976684,0,,1,1833.3436000102663,0,,1,1501.4961999841034,0,,1,191.1346999986563,0,,1,531.4437999622896,0,,1,5888.56250004028,0,,1,2840.3842999832705,0,,1,1954.0719999931755,0,,1,332.90219999616966,0,,1,822.7016000018921,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 63,64 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_63-Camara_Amacayacu-5.jpg",0,,0,,1,9422.7495000232,0,,1,4370.63379996107,0,,1,3691.6672000079416,0,,1,491.6571999783628,0,,1,1593.1644999654964,0,,1,1631.25969999237,0,,1,874.5356999861542,0,,1,698.3628000016324,0,,1,89.38250000937842,0,,1,232.4561999703292,0,,1,3735.65690004034,0,,1,2040.5236999795304,0,,1,1441.1868000170216,0,,1,228.4446000121534,0,,1,602.5847000128124,0,,1,5794.799400027841,0,,1,2578.458000003593,0,,1,2127.9111000185367,0,,1,309.93999997735955,0,,1,798.9017000363674,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_76-Camara_Amacayacu-0.jpg",0,,0,,1,9184.854099992664,0,,1,4462.317500001518,0,,1,3619.162700022571,0,,1,655.209000047762,0,,1,1578.9591999782715,0,,1,1627.711500012083,0,,1,828.9625000033993,0,,1,625.4641999839805,0,,1,112.02059997594915,0,,1,280.7291999924928,0,,1,3692.394099984085,0,,1,2009.183799964376,0,,1,1401.1305999592878,0,,1,238.15589997684583,0,,1,573.2471999654081,0,,1,5659.768400015309,0,,1,2686.474600021029,0,,1,2147.608800005401,0,,1,305.57180001051165,0,,1,898.8787999842316,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_76-Camara_Amacayacu-1.jpg",0,,0,,1,9898.28579997993,0,,1,5071.064000017941,0,,1,3547.447600052692,0,,1,542.8925000014715,0,,1,1515.9681000222918,0,,1,1323.005699989153,0,,1,500.446699996246,0,,1,376.1846000270453,0,,1,52.5863999791909,0,,1,148.69240002008155,0,,1,2129.181999975117,0,,1,1818.287899979623,0,,1,1520.3939000202809,0,,1,244.45149998064156,0,,1,504.62339996011,0,,1,4758.630199998152,0,,1,2061.427999986336,0,,1,1644.176299974788,0,,1,244.17950000497515,0,,1,710.3792999696452,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_76-Camara_Amacayacu-2.jpg",0,,0,,1,9796.149800007695,0,,1,5133.163200021954,0,,1,3720.3321999695618,0,,1,597.3174000100698,0,,1,1402.1360000187997,0,,1,1098.332900000969,0,,1,504.3395000102464,0,,1,421.43610000493936,0,,1,50.465600012103096,0,,1,160.81589998793788,0,,1,2401.916300004814,0,,1,2079.213200049708,0,,1,1355.1650999870617,0,,1,188.5538000497036,0,,1,557.164100027876,0,,1,4574.38259999617,0,,1,2064.86459998996,0,,1,1690.5605999927502,0,,1,254.81010001385584,0,,1,645.5458999844268,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_76-Camara_Amacayacu-3.jpg",0,,0,,1,10493.788900028449,0,,1,4983.4654000005685,0,,1,3634.417300025234,0,,1,554.9420999886934,0,,1,896.5515999880154,0,,1,1043.5919000010472,0,,1,468.0019999796059,0,,1,350.5867999920156,0,,1,54.01659998460673,0,,1,144.1657000395935,0,,1,3224.00089999428,0,,1,1669.8613000044134,0,,1,1206.9954999606125,0,,1,176.96499999146909,0,,1,518.1226000131574,0,,1,4378.577499999665,0,,1,2033.5762999893632,0,,1,1700.5197000107728,0,,1,320.66290004877374,0,,1,941.1767999990844,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_76-Camara_Amacayacu-4.jpg",0,,0,,1,10415.959700010715,0,,1,4841.6645000106655,0,,1,3623.733899992658,0,,1,410.7122000132222,0,,1,892.8559999912977,0,,1,1028.8694000046237,0,,1,540.7747999706771,0,,1,376.027200021781,0,,1,56.38800002634525,0,,1,171.40819996711798,0,,1,3594.656799978111,0,,1,1585.7792999886442,0,,1,1223.1500999769196,0,,1,147.8742000181228,0,,1,427.9105000023264,0,,1,4356.915199983632,0,,1,2030.364299978828,0,,1,1815.6546999816785,0,,1,352.5980999984313,0,,1,734.6169999800622,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"..\Correos\2024\December\04\TRACK ALERT ID 76 at , Serial_ T010987 Prueba Amacayacu 2024\images_0\2024-December-04_76-Camara_Amacayacu-5.jpg",0,,0,,1,7616.13159996341,0,,1,3874.90340002114,0,,1,3407.952200010186,0,,1,487.6899999799207,0,,1,1481.7304000025615,0,,1,1408.0175000417512,0,,1,758.3947999810334,0,,1,565.7745999924373,0,,1,80.63049995689653,0,,1,201.47679999354293,0,,1,2814.1090999997687,0,,1,1418.7625999911688,0,,1,1112.1554000128526,0,,1,157.26720000384375,0,,1,470.8768000127748,0,,1,4749.240200035274,0,,1,2377.829699980793,0,,1,1852.6687999838032,0,,1,278.23690001969226,0,,1,716.6764000139665,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
